Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
212.266078,84.588772,203.162975,24.114422,39.894278,24.507330,-0.840931,0.708739,-0.090014,0.424517,0.169172,0.406311,66.000000,0.000000,73.000000,255.000000,242.000000,255.000000,207.043228,90.211335,203.591739,210.925856,97.468631,208.413498,-3.177233,-5.036744,-3.925072,50.333853,-178.743253,1.460255,69.086186,97.172226,58.455945,48.531606,61.860003,37.253590,221.125000,115.937500,219.250000,11.117975,16.588659,14.467636,0.050279,0.143083,0.065987,7.188281,-24.731734,-4.160238,21.089364,43.998054,19.107398,0.358790,0.706772,0.572046,2.197908,-33.118516,-6.401170,1.010463,0.718637,0.969455,0.845216,16886.000000,1388.000000,252118836.320000,1.400844,16886.000000,0.000000,16886.000000,179976380.410000,0.596947,2.628788,2.687163,2.016230,0.573611,0.472929,1.512446,0.751201,1.039517,2.670337,16910.500000,16910.500000,6.262112,0.158332,40.447497,185.000000,0.000000,1158.490730,4.575099,14.369609,888.736842,3053.805027,1.328031,0.256530,0.807766,0.155561,90.168617,22.399004,0.092133,247.421209,11.217511,8.395825,0.000381,212.012506,24.200773,0.888129,2.000000,15.000000,367.000000,2473.000000,0.021734,0.146453,0.831813
223.620158,136.776542,224.680775,32.207924,55.974021,27.631153,-1.368191,0.217210,-0.894825,0.382206,0.233775,0.384019,79.000000,0.000000,91.000000,255.000000,247.000000,255.000000,212.565588,118.299830,216.531516,174.425461,75.988275,179.800670,33.362624,36.742574,33.004950,159.607601,367.373263,150.518674,80.465972,147.316504,74.083896,60.398247,73.100893,45.178997,138.812500,24.875000,185.500000,42.245146,21.406410,28.412145,0.304332,0.860559,0.153165,62.352778,76.745377,50.093230,64.137988,82.087466,51.829619,0.040842,0.040842,0.040842,13.551988,19.069254,15.116630,1.064512,1.162006,1.072134,0.831322,2788.000000,808.000000,196844689.030000,3.555567,2788.000000,0.000000,2788.000000,55362383.701000,0.865512,3.131783,3.908820,0.990515,0.000000,0.008973,2.553374,0.366320,2.544401,3.825648,2785.000000,2785.000000,6.516965,0.079201,28.442925,102.000000,0.000000,664.730396,4.032020,29.439088,1394.000000,1186.000000,1.362483,0.416467,0.742568,0.129726,80.781320,26.506272,0.110901,718.562540,17.661715,8.015326,0.003763,219.984453,34.764890,0.838289,1.000000,0.000000,208.000000,0.000000,0.074605,0.000000,0.925395
207.134138,87.342876,197.965910,34.538519,58.841886,35.485098,-0.707263,0.684376,-0.251823,0.420626,0.177366,0.402008,59.000000,0.000000,62.000000,255.000000,248.000000,255.000000,204.010332,104.230258,200.196310,215.774944,120.849962,212.096024,-10.899584,-15.369578,-11.137255,-10.024655,-109.919466,-24.456282,57.159853,105.678185,55.913522,36.729051,65.177178,34.800256,195.625000,127.750000,185.437500,56.621413,93.503676,56.302718,0.289439,0.731927,0.303621,-14.160818,-46.439902,-18.427619,16.823979,55.908711,21.381136,0.692810,0.521093,0.692810,-2.934033,-30.364412,-11.598235,0.986033,0.742035,0.944655,0.846089,16662.000000,1710.000000,379129432.030000,3.798374,16662.000000,0.015789,16662.000000,99813609.210000,0.927968,2.680251,2.271173,1.218344,0.411115,0.005838,1.762831,0.661575,1.756993,3.311864,16663.000000,16663.000000,8.349271,0.098079,64.124878,175.000000,0.000000,1461.122369,8.665128,26.093221,694.250000,2000.146500,1.090173,0.277276,0.919656,0.083188,81.437157,19.256133,0.097470,429.521202,14.570815,8.735980,0.001111,205.951827,34.094447,0.902911,1.000000,20.000000,337.000000,5278.000000,0.020226,0.316769,0.663006
235.635159,188.363943,238.428379,18.185790,40.856092,17.123227,-1.245674,-0.269542,-1.170948,0.355715,0.284354,0.359931,153.000000,71.000000,165.000000,255.000000,253.000000,255.000000,227.615114,158.400703,230.209139,204.629630,129.388007,208.112875,21.396783,25.372654,20.491957,129.765422,524.959139,158.219410,46.132336,119.586382,51.273715,28.303558,41.132697,26.319469,247.437500,215.687500,244.750000,9.320466,14.885894,9.627435,0.037668,0.069016,0.039336,32.526870,102.445678,38.970615,32.526870,102.445678,38.970615,0.000000,0.000000,0.000000,25.566989,70.656655,28.864234,1.121708,1.600274,1.137735,0.824035,4454.000000,746.000000,180224316.050000,3.549433,4454.000000,0.000000,4454.000000,50775517.521000,0.895762,2.302469,2.054554,1.424394,0.498428,0.263296,1.465892,0.739704,1.202596,2.794498,4465.500000,4465.500000,6.107493,0.141797,20.000000,103.000000,0.000000,629.071819,3.310631,0.000000,4454.000000,0.000000,1.424394,0.000000,0.895762,0.000000,119.531974,0.000000,0.144738,191.262474,9.527315,7.455574,0.002685,234.096752,18.867053,0.855188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
197.583570,89.198273,198.699352,32.428420,34.166893,25.765059,-1.422312,0.363852,-0.684639,0.406985,0.183732,0.409283,13.000000,0.000000,75.000000,255.000000,224.000000,255.000000,197.229968,97.732372,199.334135,219.826261,122.839071,220.727782,-20.767750,-22.463899,-19.817690,-76.499929,-208.941987,-58.101774,56.178619,76.125648,46.464647,30.871660,49.514745,27.576256,229.750000,186.500000,237.812500,10.383280,11.837441,8.094896,0.045194,0.063472,0.034039,-23.743653,-46.065000,-21.600201,23.743653,48.369858,21.869771,1.000000,0.844164,0.919374,-12.484600,-28.509015,-10.864793,0.940569,0.757797,0.948155,0.831635,8801.000000,1666.000000,348334352.590000,2.725477,8801.000000,0.002401,8801.000000,127806747.660000,0.856245,3.929245,5.058457,0.927473,0.000000,0.010817,3.043434,0.348594,3.032617,4.439653,8790.000000,8790.000000,6.119098,0.056252,22.135944,229.000000,0.000000,1401.273357,3.830551,23.439848,366.708333,549.799545,1.452077,0.386259,0.709519,0.243316,106.944640,46.528429,0.070975,421.856202,14.416140,8.780383,0.000237,198.065734,32.525112,0.894770,5.000000,15.000000,1557.000000,2537.000000,0.176912,0.288263,0.534826
208.433555,82.155845,198.406407,33.588551,50.266300,32.441797,-1.088564,0.894788,-0.352870,0.426248,0.168009,0.405743,9.000000,0.000000,64.000000,255.000000,255.000000,255.000000,204.674051,81.018196,194.217563,211.670136,93.124099,202.134508,-5.588235,-9.312125,-6.203481,22.685585,-177.228788,-8.465929,67.920704,116.357176,62.550951,45.270472,70.616222,38.801845,201.187500,123.375000,202.187500,65.510704,79.195861,63.684985,0.325620,0.641912,0.314980,-8.592262,-35.416649,-11.294974,13.632192,46.239055,17.698514,0.409364,0.618848,0.445378,-1.634615,-35.551443,-11.157738,0.992219,0.697967,0.946757,0.846568,23132.000000,1690.000000,472672823.720000,4.507118,23132.000000,0.014201,23132.000000,104872529.800000,0.949318,2.139241,2.142936,1.179155,0.407142,0.390357,1.661768,0.723177,1.271411,2.777922,23150.500000,23150.500000,7.240740,0.147431,27.018512,194.000000,0.000000,1404.703610,4.886752,18.212469,856.740741,3071.503294,1.167176,0.336337,0.873836,0.153080,51.921778,23.739266,0.090348,429.835926,14.459157,8.754182,0.000679,207.571991,33.266597,0.897662,5.000000,20.000000,890.000000,5508.000000,0.038475,0.238112,0.723413
218.425331,128.280127,215.359512,24.219794,47.174033,25.232256,-0.502448,0.174954,-0.367599,0.388612,0.228230,0.383158,87.000000,8.000000,95.000000,255.000000,247.000000,255.000000,214.270208,120.904157,213.049654,204.725962,101.818910,201.729167,8.696742,10.942356,8.585213,58.326035,299.388199,70.979636,49.471636,106.200337,53.654370,31.223061,54.355304,30.837755,224.625000,150.937500,222.187500,26.502064,40.867880,29.302770,0.117984,0.270760,0.131883,14.341173,42.777159,17.139482,14.341173,42.777159,17.139482,0.000000,0.000000,0.000000,8.357161,10.572839,5.795367,1.039783,1.089823,1.027654,0.839002,9435.000000,1042.000000,244000000.000000,1.952000,9435.000000,0.234165,9435.000000,125000000.000000,0.564763,2.529126,3.232644,1.672139,0.372973,0.360270,2.389338,0.705587,2.029067,2.681864,9393.000000,9393.000000,8.599944,0.136824,244.000000,108.000000,0.000000,928.793914,23.239192,14.450296,1572.500000,3070.212520,1.496290,0.209610,0.669686,0.194478,152.657537,41.919828,0.101721,215.412711,10.723295,8.243594,0.000663,217.734010,24.031041,0.901938,0.000000,5.000000,0.000000,1001.000000,0.000000,0.106094,0.893906
183.409908,30.746304,169.246504,43.166271,24.182320,25.201568,-1.967405,1.482796,-1.474897,0.478374,0.080193,0.441433,0.000000,0.000000,53.000000,251.000000,169.000000,244.000000,181.752747,50.635531,175.752747,211.155515,87.056058,204.839060,-26.749296,-31.707042,-26.247887,-176.921006,-2399.087713,-220.593635,71.053172,100.478446,70.020787,33.583433,70.376500,35.739232,209.125000,33.000000,188.250000,24.831620,35.630044,30.316044,0.118741,1.079698,0.161041,-38.708992,-104.436756,-48.452742,38.708992,104.436756,48.452742,1.000000,1.000000,1.000000,-26.658262,-86.960984,-40.317641,0.873097,0.261210,0.807612,0.848796,2503.000000,710.000000,199339193.590000,4.880618,2503.000000,0.000000,2503.000000,40843026.224000,0.960423,2.649254,3.252743,0.923577,0.123452,0.114265,2.030058,0.556682,1.915793,3.547872,2473.000000,2473.000000,7.741391,0.085230,63.000000,78.000000,0.000000,603.828487,8.107658,43.582827,417.166667,395.695766,1.250791,0.174919,0.907704,0.032105,77.434138,13.420452,0.094968,395.659846,12.604314,8.428455,0.000336,184.769289,43.430564,0.946107,1.000000,4.000000,181.000000,1059.000000,0.072313,0.423092,0.504594
206.348985,82.900714,197.536088,33.580497,56.245746,33.133235,-1.062103,0.884016,-0.159399,0.423901,0.170302,0.405797,0.000000,0.000000,57.000000,255.000000,255.000000,255.000000,201.790393,84.227074,192.245415,212.071685,102.488650,203.371565,-7.872986,-10.872986,-7.854028,-15.888634,-179.036019,-21.023388,59.521086,112.695726,59.900791,36.948353,68.513166,36.814677,211.062500,72.500000,197.062500,12.214074,11.683321,12.462287,0.057869,0.161149,0.063240,-1.702644,-16.386275,-2.863349,12.835163,41.697230,16.592512,0.757346,0.757346,0.757346,-3.719185,-34.806574,-12.028057,0.982295,0.704296,0.942604,0.845232,30689.000000,1368.000000,322000000.000000,1.798883,30689.000000,0.228801,30689.000000,179000000.000000,0.664769,1.868852,1.878132,1.964559,0.579589,0.406053,1.733842,0.823490,1.327789,1.952247,30627.000000,30627.000000,9.785250,0.257239,185.002703,125.000000,0.000000,1223.156252,20.769299,26.471533,613.780000,2889.677652,1.436790,0.301027,0.755123,0.186034,70.975642,33.723836,0.094043,375.382982,13.404783,8.752023,0.000561,205.597522,33.327552,0.911602,10.000000,38.000000,2768.000000,5952.000000,0.090195,0.193946,0.715859
146.463551,88.186743,188.232831,43.556137,46.316401,35.433861,-0.028811,0.391650,-0.337583,0.346345,0.208537,0.445118,14.000000,0.000000,39.000000,255.000000,236.000000,255.000000,137.837596,84.460358,179.026854,170.738889,121.518519,206.929630,-33.422857,-34.685714,-29.035714,-107.039698,-257.073903,-48.140962,83.030490,93.505979,65.252635,50.048096,58.230798,38.896914,146.187500,76.875000,190.000000,18.537862,17.560164,17.399713,0.126809,0.228425,0.091577,-35.976407,-49.568584,-23.098402,35.976407,49.568584,23.098402,1.000000,1.000000,1.000000,-36.864909,-55.785098,-20.155285,0.798913,0.612528,0.903280,0.763750,10892.000000,948.000000,215000000.000000,1.733871,10892.000000,0.261603,10892.000000,124000000.000000,0.681665,2.174312,2.447668,1.652677,0.352552,0.332743,1.971000,0.730023,1.638257,2.270882,10877.500000,10877.500000,10.143440,0.192841,203.000000,83.000000,0.000000,841.905534,22.265083,34.689156,311.200000,200.958674,1.605496,0.368612,0.667735,0.211709,179.326343,50.129124,0.050842,699.718774,19.248814,9.526782,0.000099,147.010660,43.635562,0.903469,11.000000,22.000000,3626.000000,6366.000000,0.332905,0.584466,0.082629
156.112601,99.334687,193.380987,50.110220,56.987799,40.095145,-0.134987,0.311149,-0.405713,0.347823,0.221320,0.430857,8.000000,0.000000,34.000000,255.000000,254.000000,255.000000,167.515040,115.130594,200.178283,197.555108,153.518817,220.880376,-24.612969,-27.164134,-20.046606,-219.194504,-560.644168,-102.243997,118.071715,155.614552,85.245904,62.059517,83.745831,44.899699,181.687500,116.187500,212.562500,26.257663,26.019749,20.121409,0.144521,0.223946,0.094661,-46.074508,-70.553065,-28.679601,47.844503,70.553065,30.818913,0.635258,1.000000,0.635258,-27.215859,-44.637153,-15.007130,0.851546,0.689959,0.927985,0.767287,61296.000000,1608.000000,394000000.000000,1.470149,61296.000000,0.386194,61296.000000,268000000.000000,0.526609,1.588933,1.722657,2.065897,0.519349,0.342248,1.709931,0.786147,1.367684,1.623716,61266.000000,61266.000000,12.007255,0.370823,355.000000,120.000000,0.000000,1440.870646,39.743410,34.037208,348.272727,354.005015,1.612783,0.388174,0.590857,0.250634,81.655394,48.061568,0.049178,850.305521,21.489429,9.881997,0.000077,155.883831,49.958420,0.910854,58.000000,102.000000,21864.000000,26142.000000,0.356695,0.426488,0.216817
133.555254,72.372512,179.043526,42.169169,44.650493,35.077548,0.123046,0.460704,-0.100577,0.346923,0.187995,0.465083,4.000000,0.000000,39.000000,255.000000,229.000000,255.000000,149.021277,92.738878,186.066409,181.306430,128.103283,213.768126,-29.003153,-31.104046,-25.955334,-481.961584,-1290.440226,-224.609611,117.317468,149.644010,85.685919,54.228537,75.562490,39.215975,125.500000,68.375000,169.437500,42.014878,42.016180,37.578200,0.334780,0.614496,0.221782,-62.534623,-81.840956,-40.050243,62.534623,81.840956,40.050243,1.000000,1.000000,1.000000,-49.773205,-71.599328,-29.344591,0.728503,0.502685,0.859183,0.762261,11809.000000,1992.000000,440509377.530000,3.940659,11809.000000,0.044679,11809.000000,111785704.140000,0.933415,3.675277,4.169926,0.946542,0.073419,0.065818,2.183668,0.531133,2.117850,4.582714,11865.000000,11865.000000,6.883252,0.052000,76.000000,246.000000,0.000000,1693.280014,6.226581,29.933368,369.031250,226.250343,1.544042,0.392857,0.697643,0.224585,76.614223,36.435167,0.050371,731.972743,19.797617,9.561546,0.000095,134.839139,42.895089,0.895038,8.000000,23.000000,2865.000000,8437.000000,0.242612,0.714455,0.042933
144.068153,80.006723,181.108768,40.942728,47.349199,34.221565,-0.120995,0.783845,-0.484204,0.355563,0.197458,0.446979,7.000000,0.000000,39.000000,255.000000,255.000000,255.000000,165.819682,116.030642,192.417207,190.222286,143.688571,213.831429,-23.398352,-25.434066,-20.967491,-337.060493,-946.931794,-192.698749,101.726966,128.309439,78.204244,48.961669,67.185401,36.561758,207.812500,181.062500,215.125000,49.418138,61.229557,40.978462,0.237802,0.338168,0.190487,-53.169302,-80.371567,-37.297294,54.643594,81.556581,38.680126,0.939560,0.939560,0.939560,-39.260307,-63.965117,-27.279349,0.785847,0.555711,0.869094,0.772272,10858.000000,2184.000000,421971473.700000,1.866697,10858.000000,0.000000,10858.000000,226052501.960000,0.902592,4.963636,8.785016,0.868507,0.000000,0.029607,3.796834,0.241662,3.767227,5.239836,10922.500000,10922.500000,7.127173,0.038187,55.000000,266.000000,0.000000,1895.828140,6.852104,33.548629,278.410256,185.362392,1.471288,0.426613,0.697770,0.241128,108.010450,45.579448,0.053625,748.927653,19.487237,9.486685,0.000111,145.108115,42.112796,0.888175,12.000000,26.000000,4488.000000,6161.000000,0.413336,0.567416,0.019248
164.105474,97.631194,187.264040,53.492619,65.513333,41.803879,-0.158089,0.490462,-0.156167,0.365490,0.217441,0.417068,14.000000,0.000000,51.000000,255.000000,253.000000,255.000000,174.026923,132.838462,197.805769,202.919386,165.533589,224.193858,-26.125000,-28.762195,-24.414634,-326.469036,-997.578802,-236.978554,110.115364,151.088583,88.516640,44.956663,61.866423,32.420589,216.437500,133.625000,211.750000,17.385226,44.308401,18.965429,0.080324,0.331588,0.089565,-58.390655,-102.318352,-49.264231,58.390655,102.318352,49.264231,1.000000,1.000000,1.000000,-19.222986,-46.340647,-21.124077,0.895145,0.678127,0.898631,0.790271,8476.000000,656.000000,158732041.080000,1.838135,8476.000000,0.000000,8476.000000,86354928.639000,0.537689,1.699482,1.617189,2.138231,0.733837,0.746588,1.423013,0.870733,0.676424,1.781346,8460.500000,8460.500000,6.888392,0.325238,52.239832,83.000000,0.000000,571.736516,6.566410,39.309034,302.714286,365.859737,1.387405,0.324337,0.752400,0.188571,8.510868,32.824650,0.065251,775.851529,19.679167,9.490223,0.000229,163.561071,53.066117,0.928570,3.000000,23.000000,1151.000000,4909.000000,0.135795,0.579165,0.285040
219.374818,187.886683,235.505569,28.427180,37.048267,21.135882,-0.817882,-0.464416,-1.170197,0.341298,0.292309,0.366393,82.000000,23.000000,143.000000,255.000000,255.000000,255.000000,203.262840,167.382175,227.640483,157.912308,118.927692,189.324615,40.864608,42.827791,35.318290,351.937633,522.074574,219.139031,99.841275,119.068861,70.270382,46.862908,49.744343,38.396221,159.875000,123.687500,189.500000,44.412660,51.014359,40.034360,0.277796,0.412446,0.211263,64.948490,90.206413,42.627809,64.948490,90.206413,42.627809,0.000000,0.000000,0.000000,36.046358,43.914842,27.117452,1.196622,1.305024,1.130130,0.776876,2065.000000,860.000000,135000000.000000,1.730769,2065.000000,0.020930,2065.000000,78000000.000000,0.756869,4.526316,5.099274,0.978514,0.000000,0.010097,2.973357,0.266757,2.963260,4.731278,2072.000000,2072.000000,7.022115,0.047893,18.439089,105.000000,0.000000,737.322114,4.483344,1.379604,1032.500000,1.500000,1.218506,0.225418,0.648194,0.277034,32.425115,42.461632,0.070123,1093.150694,22.283628,8.423634,0.000851,213.689229,35.331589,0.749768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
152.539556,94.123343,191.755183,43.371152,46.927044,36.239043,0.012573,0.449170,-0.256861,0.347932,0.214689,0.437380,20.000000,0.000000,66.000000,255.000000,243.000000,255.000000,152.042857,92.832143,189.027381,159.551684,101.218351,195.544715,-6.823633,-7.274250,-5.879189,-32.512665,-83.645526,-14.101951,78.403880,88.005708,62.777349,48.634343,55.324558,38.466626,175.062500,104.312500,203.875000,22.456816,25.721389,20.584809,0.128279,0.246580,0.100968,-13.771264,-20.305085,-8.906777,19.199998,24.839768,12.719146,0.445326,0.669312,0.445326,-30.788904,-49.848497,-16.632934,0.832056,0.653762,0.920183,0.766389,12299.000000,1134.000000,216232172.920000,2.004672,12299.000000,0.000000,12299.000000,107864094.720000,0.731274,2.392405,1.896389,1.891885,0.634767,0.432876,1.427903,0.802572,0.995027,2.556337,12263.500000,12263.500000,6.241037,0.169011,18.110770,153.000000,0.000000,954.878722,3.327088,31.073384,236.519231,153.296155,1.643340,0.371558,0.573463,0.254644,2.137136,45.295598,0.047583,814.954584,21.037931,9.610315,0.000093,152.378159,43.530776,0.885982,16.000000,33.000000,5355.000000,5761.000000,0.435401,0.468412,0.096187
162.721067,108.228947,197.727408,43.141529,48.008351,34.835669,-0.415624,0.052166,-0.580974,0.347192,0.230924,0.421884,8.000000,0.000000,50.000000,255.000000,244.000000,255.000000,165.531860,119.849155,198.328999,176.565951,133.384969,205.035276,-7.226744,-8.206977,-4.888372,10.244165,-35.914987,11.120813,93.099201,115.017809,71.454010,55.351765,68.169072,42.779160,139.062500,66.812500,181.625000,21.724033,21.734819,23.398384,0.156218,0.325311,0.128828,-25.586638,-38.276941,-16.830043,38.958238,55.693987,25.504107,0.517442,0.517442,0.517442,-20.607393,-35.742893,-10.660708,0.887593,0.751737,0.948842,0.768143,10723.000000,994.000000,199000000.000000,1.932039,10723.000000,0.134809,10723.000000,103000000.000000,0.530288,2.269406,1.911499,2.041353,0.612608,0.609992,1.536850,0.802781,0.926858,2.399762,10729.500000,10729.500000,7.933829,0.183638,134.000000,108.000000,0.000000,856.853539,12.984488,29.867750,297.861111,231.884688,1.632650,0.338674,0.603010,0.229547,0.462023,46.321803,0.050059,706.875537,19.472820,9.490963,0.000104,162.927927,43.413845,0.901375,12.000000,20.000000,4650.000000,3673.000000,0.433647,0.342535,0.223818
153.686233,104.296476,190.448348,57.874546,67.318421,44.231059,-0.057974,0.256848,-0.320914,0.342720,0.232581,0.424699,8.000000,0.000000,35.000000,255.000000,251.000000,255.000000,161.140411,109.884703,193.981735,173.674603,122.354875,205.143991,-9.596088,-9.559524,-8.841837,-196.296435,-370.753015,-102.861995,106.293871,135.156864,79.335228,58.237514,78.079393,42.774760,186.750000,130.312500,214.437500,23.317107,24.030498,23.280810,0.124857,0.184407,0.108567,-22.199812,-22.223671,-15.102542,32.377192,42.776709,21.923260,0.712585,0.406463,0.712585,-29.642226,-39.675365,-17.939769,0.838311,0.724423,0.913912,0.762215,9080.000000,1176.000000,266513070.100000,2.740593,9080.000000,0.000000,9080.000000,97246482.704000,0.808487,2.722222,2.854346,1.372098,0.266520,0.005026,1.942065,0.601888,1.937039,3.085350,9097.000000,9097.000000,7.140636,0.121211,25.019992,136.000000,0.000000,971.126502,4.488289,38.318417,324.285714,409.449793,1.634326,0.392814,0.575363,0.248021,60.586169,34.378243,0.048435,1004.730531,23.227510,9.743263,0.000122,153.249007,57.655323,0.921343,11.000000,15.000000,3529.000000,2853.000000,0.388656,0.314207,0.297137
168.475985,122.230817,200.398532,53.732951,64.865364,40.827733,-0.277928,0.128756,-0.594809,0.343055,0.248889,0.408056,7.000000,0.000000,40.000000,255.000000,255.000000,255.000000,174.555157,129.620628,204.660090,183.895522,140.497130,210.357061,-6.490196,-7.795009,-3.978610,-144.497100,-243.182817,-63.546110,103.057952,147.720371,74.896763,55.479203,81.628296,40.806878,213.062500,185.000000,223.562500,21.454804,21.880356,17.345636,0.100697,0.118272,0.077587,-15.210967,-17.722367,-8.925209,40.133881,60.309919,28.228599,0.481283,0.481283,0.481283,-14.852475,-21.741023,-7.989585,0.918984,0.848991,0.961660,0.765269,30522.000000,1374.000000,347000000.000000,1.938547,30522.000000,0.183406,30522.000000,179000000.000000,0.272558,1.856757,2.035024,2.221518,0.575061,0.609797,1.623698,0.763022,1.013900,1.966166,30484.000000,30484.000000,8.713832,0.264906,252.000000,138.000000,0.000000,1202.508861,21.327399,33.092821,423.916667,693.626135,1.599992,0.348465,0.603678,0.239938,92.256569,46.596962,0.059176,789.936823,20.332060,9.731231,0.000135,167.902500,53.473737,0.928371,20.000000,45.000000,7796.000000,11483.000000,0.255422,0.376220,0.368357
150.243060,96.827462,190.263283,51.754740,60.119959,39.532754,0.136480,0.537044,-0.113303,0.343543,0.221404,0.435053,10.000000,0.000000,58.000000,255.000000,254.000000,255.000000,163.267101,112.590662,197.127036,172.119710,122.480048,204.362757,-8.170599,-9.274955,-6.480036,-267.588599,-564.876962,-130.076022,98.272679,131.518038,71.947230,53.447050,77.122034,38.216487,136.687500,76.687500,182.812500,28.565098,28.895758,29.952501,0.208981,0.376799,0.163843,-34.481593,-42.773588,-22.569005,35.846606,47.140828,23.302326,0.819419,0.588929,0.819419,-33.085399,-47.144379,-18.124834,0.819529,0.672544,0.913024,0.761947,15527.000000,1188.000000,245052430.040000,1.920162,15527.000000,0.072391,15527.000000,127620697.900000,0.765542,2.258555,2.014154,1.682820,0.397179,0.407598,1.761127,0.683890,1.353529,2.383486,15570.000000,15570.000000,7.196123,0.192767,86.000000,140.000000,0.000000,1007.457248,7.700422,40.895085,323.479167,197.670811,1.584802,0.396078,0.622795,0.239777,3.556670,43.618042,0.050166,808.532064,20.995336,9.738599,0.000089,150.119782,51.559252,0.920829,13.000000,30.000000,5716.000000,7332.000000,0.368133,0.472210,0.159657
